index,timestamp,fridge,light,microwave,electric oven,washer dryer,dish washer,electric space heater
51891,2011-05-24 00:51:00-04:00,0.32070014,0.22436483,0.030918637,0.004398632,0.005929182,-0.002032306,0.00120654
51892,2011-05-24 00:52:00-04:00,0.28546357,0.22911628,0.022208728,0.004074172,0.001401816,0.002299711,0.001211744
51893,2011-05-24 00:53:00-04:00,0.28355384,0.19330807,0.014034859,0.003825008,-0.003015016,0.006601355,0.001110614
51894,2011-05-24 00:54:00-04:00,0.37022123,0.17285046,0.017485972,0.004296675,-0.000796581,0.005095924,0.001082472
51895,2011-05-24 00:55:00-04:00,0.40982294,0.17662376,0.02190627,0.003494988,-0.000351225,0.004053694,0.001111237
51896,2011-05-24 00:56:00-04:00,0.39322045,0.18185224,0.02155041,0.003147007,-0.000769634,0.004421492,0.001120552
51897,2011-05-24 00:57:00-04:00,0.39049065,0.18647256,0.021343062,0.002617303,-0.000896417,0.004946181,0.001133016
51898,2011-05-24 00:58:00-04:00,0.3936877,0.19215317,0.02131029,0.003024264,-0.000790528,0.004625696,0.001151079
51899,2011-05-24 00:59:00-04:00,0.16448413,0.22514005,0.025270402,0.002054713,0.001678459,0.001743679,0.001150574
51900,2011-05-24 01:00:00-04:00,0.20487677,0.2159941,0.019148331,0.003118889,0.001573151,0.00386361,0.00113687
51901,2011-05-24 01:01:00-04:00,0.19259687,0.22290398,0.021715004,0.003095122,0.002191529,0.002590686,0.001152402
51902,2011-05-24 01:02:00-04:00,0.18421222,0.21663912,0.01949726,0.003232684,0.001185752,0.003505266,0.001131577
51903,2011-05-24 01:03:00-04:00,0.19578263,0.2122771,0.01925056,0.00304763,0.000366687,0.003943466,0.001125222
51904,2011-05-24 01:04:00-04:00,0.1909465,0.21426712,0.02146323,0.00294529,0.001788012,0.002866544,0.001126925
51905,2011-05-24 01:05:00-04:00,0.017446212,0.23866653,0.024940621,0.001658733,0.004812923,0.000815511,0.00112194
51906,2011-05-24 01:06:00-04:00,0.024508545,0.2361032,0.020169899,0.002805483,0.003185086,0.002183331,0.001118854
51907,2011-05-24 01:07:00-04:00,0.02434091,0.237791,0.021174839,0.001546637,0.004094577,0.002820238,0.001121491
51908,2011-05-24 01:08:00-04:00,0.07121253,0.22640234,0.018935423,3.17E-05,0.001897304,0.005536407,0.001110251
51909,2011-05-24 01:09:00-04:00,0.34449977,0.19273083,0.016280763,0.001676756,-0.000924703,0.007632418,0.001128925
51910,2011-05-24 01:10:00-04:00,0.2472793,0.20167711,0.022010487,0.00173956,-0.000541453,0.004301067,0.00111837
51911,2011-05-24 01:11:00-04:00,0.261876,0.19374834,0.019869685,0.003416157,-0.000750273,0.00397478,0.001100898
51912,2011-05-24 01:12:00-04:00,0.25690293,0.2004748,0.02222022,0.004034877,0.001497839,0.002139542,0.001114952
51913,2011-05-24 01:13:00-04:00,0.24733458,0.186541,0.017358793,0.00334536,-0.002323094,0.005209594,0.001075891
51914,2011-05-24 01:14:00-04:00,0.19405311,0.15400799,0.012407693,0.002456424,-0.005588832,0.008130556,0.000962244
51915,2011-05-24 01:15:00-04:00,0.20285831,0.16333489,0.021134729,0.002694105,-0.000609937,0.003611343,0.000986711
51916,2011-05-24 01:16:00-04:00,0.20848033,0.16445154,0.01929085,0.002992937,-0.001466521,0.004303865,0.000993444
51917,2011-05-24 01:17:00-04:00,0.21882391,0.17784317,0.022940801,0.002903358,0.000378975,0.002635932,0.001035015
51918,2011-05-24 01:18:00-04:00,0.24147105,0.19335249,0.023604473,0.002923017,0.000586769,0.002452979,0.001090154
51919,2011-05-24 01:19:00-04:00,0.26481217,0.20829615,0.024224147,0.003823322,0.001620536,0.001469512,0.001142251
51920,2011-05-24 01:20:00-04:00,0.28596032,0.229716,0.026797343,0.004345686,0.003590945,-0.000179751,0.001211332
51921,2011-05-24 01:21:00-04:00,0.28455892,0.23619032,0.02344777,0.004565654,0.002462193,0.001215741,0.00123071
51922,2011-05-24 01:22:00-04:00,0.28916174,0.23727699,0.022592038,0.004339567,0.001595538,0.001906301,0.001237331
51923,2011-05-24 01:23:00-04:00,0.2784258,0.22950569,0.020635514,0.004557103,0.001149658,0.002564078,0.001209875
51924,2011-05-24 01:24:00-04:00,0.47632182,0.19513169,0.016727999,0.005210002,-0.00171339,0.005505248,0.001194294
51925,2011-05-24 01:25:00-04:00,0.4260329,0.20508417,0.023551531,0.00346407,-0.001231108,0.003535562,0.001205467
51926,2011-05-24 01:26:00-04:00,0.42343092,0.20074542,0.021306042,0.003945832,-0.001509141,0.004136846,0.001191038
51927,2011-05-24 01:27:00-04:00,0.43080336,0.20854835,0.023556001,0.004278722,6.51E-05,0.002744813,0.001214835
51928,2011-05-24 01:28:00-04:00,0.4193981,0.20112231,0.020431409,0.003954838,-0.001672138,0.004502771,0.001190344
51929,2011-05-24 01:29:00-04:00,0.41785383,0.20630257,0.022542968,0.003635554,-0.000666526,0.003716776,0.001203718
51930,2011-05-24 01:30:00-04:00,0.42288312,0.21359423,0.023342356,0.004028333,0.000118154,0.002981262,0.001226119
51931,2011-05-24 01:31:00-04:00,0.42528936,0.20186512,0.019437112,0.004245738,-0.00187152,0.004760242,0.001194968
51932,2011-05-24 01:32:00-04:00,0.41157696,0.1966598,0.020961868,0.003793404,-0.001567913,0.004341109,0.001173918
51933,2011-05-24 01:33:00-04:00,0.4206322,0.20916167,0.023000624,0.004334178,0.000296733,0.002844826,0.001211556
51934,2011-05-24 01:34:00-04:00,0.36294615,0.21073613,0.021906476,0.003489183,-0.00089355,0.003743325,0.001194404
51935,2011-05-24 01:35:00-04:00,0.25452453,0.2306641,0.025671035,0.002938179,0.001753183,0.001463061,0.001204413
51936,2011-05-24 01:36:00-04:00,0.29515156,0.23847464,0.0242854,0.004432008,0.002877462,0.000988805,0.001241245
51937,2011-05-24 01:37:00-04:00,0.2748127,0.22540118,0.019537479,0.004558935,0.000239739,0.003120766,0.001197825
51938,2011-05-24 01:38:00-04:00,0.27345374,0.22901222,0.023265788,0.004169663,0.001839495,0.001620619,0.001206146
51939,2011-05-24 01:39:00-04:00,0.283482,0.24323334,0.025283655,0.004638379,0.003321889,0.000239581,0.001250191
51940,2011-05-24 01:40:00-04:00,0.2731319,0.22872122,0.019506786,0.004535365,0.000424821,0.003119121,0.001206465
51941,2011-05-24 01:41:00-04:00,0.019169876,0.2675592,0.029736586,0.002014405,0.005965339,-0.001735887,0.001208631
51942,2011-05-24 01:42:00-04:00,0.028876673,0.27664092,0.02437243,0.003814892,0.004213889,0.002079555,0.001242028
51943,2011-05-24 01:43:00-04:00,0.026720764,0.2806783,0.023405453,0.002524956,0.004763127,0.002416812,0.001250123
51944,2011-05-24 01:44:00-04:00,0.028177155,0.2713989,0.0208972,0.000100614,0.004154056,0.004020044,0.001221455
51945,2011-05-24 01:45:00-04:00,0.02585471,0.28853324,0.02560352,0.000266366,0.004351044,0.004328598,0.001274534
51946,2011-05-24 01:46:00-04:00,0.028272957,0.23055387,0.01025474,0.000369107,-0.001600833,0.009136991,0.001108282
51947,2011-05-24 01:47:00-04:00,0.023878256,0.19764844,0.013529087,-0.001322239,-0.00220193,0.009175189,0.001011802
51948,2011-05-24 01:48:00-04:00,0.023057716,0.17349745,0.014730332,-0.001758869,-0.003117429,0.00912595,0.000942821
51949,2011-05-24 01:49:00-04:00,0.019803243,0.18989381,0.022182504,-0.001334159,0.001113119,0.00499703,0.000984437
51950,2011-05-24 01:50:00-04:00,0.022314392,0.20992696,0.023822332,-0.000656403,0.003650031,0.003436246,0.0010398
51951,2011-05-24 01:51:00-04:00,0.023545811,0.21163136,0.019967444,-0.00076267,0.001649118,0.005443842,0.001047837
51952,2011-05-24 01:52:00-04:00,0.02313963,0.24789093,0.02777195,-0.000143468,0.004372993,0.003829545,0.001154233
51953,2011-05-24 01:53:00-04:00,0.11882896,0.26889256,0.025645245,0.00101881,0.004974563,0.004426205,0.001253383
51954,2011-05-24 01:54:00-04:00,0.28284475,0.22934471,0.015117887,0.000693714,-0.000317063,0.008424082,0.001209234
51955,2011-05-24 01:55:00-04:00,0.22149,0.24293153,0.025030509,0.002607506,0.003445805,0.001593702,0.001222301
51956,2011-05-24 01:56:00-04:00,0.22454849,0.24452335,0.022192556,0.003010433,0.003250327,0.00254877,0.001227115
51957,2011-05-24 01:57:00-04:00,0.20110409,0.18852162,0.010090872,0.002070062,-0.004735434,0.00940324,0.001063452
51958,2011-05-24 01:58:00-04:00,0.18576577,0.21186128,0.02574527,0.002674404,0.004988749,0.000832488,0.001112225
51959,2011-05-24 01:59:00-04:00,0.19595192,0.21124719,0.020220554,0.002573909,0.001718662,0.003772537,0.001119195
51960,2011-05-24 02:00:00-04:00,0.1921719,0.20910192,0.020351138,0.002750064,0.001828301,0.003530498,0.001111194
51961,2011-05-24 02:01:00-04:00,0.19587761,0.20276767,0.019839823,0.00267171,0.001831026,0.003854466,0.00109357
51962,2011-05-24 02:02:00-04:00,0.18948513,0.21261151,0.022693971,0.002530132,0.003334484,0.002499847,0.001118086
51963,2011-05-24 02:03:00-04:00,0.2058385,0.19965549,0.01867383,0.002321736,0.000600573,0.004866974,0.001090606
51964,2011-05-24 02:04:00-04:00,0.021080816,0.23400481,0.026654087,0.000937591,0.003900342,0.000791433,0.00111268
51965,2011-05-24 02:05:00-04:00,0.022588296,0.23705435,0.021876471,0.002616331,0.005304096,0.001351007,0.001116528
51966,2011-05-24 02:06:00-04:00,0.024331171,0.24512585,0.022251189,0.000629795,0.005249998,0.002861785,0.001140464
51967,2011-05-24 02:07:00-04:00,0.024997607,0.24341,0.020588294,-0.001678205,0.003126639,0.005760896,0.001138713
51968,2011-05-24 02:08:00-04:00,0.02413136,0.25029477,0.022497898,-0.002075761,0.003023241,0.005249806,0.001160051
51969,2011-05-24 02:09:00-04:00,0.024396848,0.24706937,0.020050207,-0.000964068,0.002756276,0.005430559,0.001150272
51970,2011-05-24 02:10:00-04:00,0.024002101,0.2584051,0.023076897,-0.001634852,0.00394327,0.0045188,0.0011823
51971,2011-05-24 02:11:00-04:00,0.025429348,0.24737413,0.018752981,-0.001654855,0.001892773,0.006680172,0.001152566
51972,2011-05-24 02:12:00-04:00,0.23510197,0.21508107,0.016061587,0.000118567,0.001713436,0.007945386,0.00114257
51973,2011-05-24 02:13:00-04:00,0.30032972,0.19899474,0.017612102,-0.001166522,-0.00081173,0.009092259,0.001128422
51974,2011-05-24 02:14:00-04:00,0.28857148,0.2033151,0.021848049,0.001567994,0.000681351,0.004684226,0.001136857
51975,2011-05-24 02:15:00-04:00,0.28369436,0.20918716,0.02177096,0.002082709,0.001251386,0.004185523,0.001151025
51976,2011-05-24 02:16:00-04:00,0.2942548,0.19830419,0.018851181,0.002169965,-0.000384395,0.005659722,0.001125405
51977,2011-05-24 02:17:00-04:00,0.29097298,0.20174389,0.021734798,0.001884829,0.000993837,0.004454474,0.001132492
51978,2011-05-24 02:18:00-04:00,0.42177936,0.21588601,0.025283026,0.002891042,0.003137747,0.002750357,0.001225458
51979,2011-05-24 02:19:00-04:00,0.5504036,0.18660572,0.017347898,0.002846779,-0.00397016,0.007994765,0.001204298
51980,2011-05-24 02:20:00-04:00,0.50792754,0.19159563,0.022693537,0.002727612,-0.001737983,0.005189766,0.00119944
51981,2011-05-24 02:21:00-04:00,0.50783557,0.19381869,0.022452623,0.002430404,-0.001794059,0.00554832,0.00120581
51982,2011-05-24 02:22:00-04:00,0.39145464,0.14879256,0.010213652,0.001218499,-0.009062923,0.011933402,0.001034476
51983,2011-05-24 02:23:00-04:00,0.44551396,0.13865814,0.017939826,0.001826495,-0.004466269,0.007931486,0.00102038
51984,2011-05-24 02:24:00-04:00,0.46566433,0.13475756,0.018631984,0.001805977,-0.005059051,0.007855288,0.001019042
51985,2011-05-24 02:25:00-04:00,0.48745087,0.1450069,0.021785388,0.001972898,-0.003231063,0.006278829,0.001055856
51986,2011-05-24 02:26:00-04:00,0.51444376,0.1507178,0.021326283,0.002057856,-0.003501453,0.006627923,0.00108427
51987,2011-05-24 02:27:00-04:00,0.5219065,0.15419911,0.021016758,0.001871513,-0.004181847,0.007042877,0.001099064
51988,2011-05-24 02:28:00-04:00,0.61756957,0.17875499,0.027128344,0.003141479,0.000312486,0.003475006,0.00120432
51989,2011-05-24 02:29:00-04:00,0.59243447,0.18217115,0.021989878,0.002288483,-0.003517315,0.006675588,0.001210008
51990,2011-05-24 02:30:00-04:00,0.5941848,0.17372769,0.019993965,0.002038931,-0.004595702,0.007899882,0.001187011
51991,2011-05-24 02:31:00-04:00,0.59864587,0.17519467,0.022249531,0.00227462,-0.003240404,0.006595222,0.001191356
51992,2011-05-24 02:32:00-04:00,0.59346104,0.18093815,0.022734577,0.002496593,-0.002572784,0.00608165,0.001204983
51993,2011-05-24 02:33:00-04:00,0.5913621,0.18161239,0.021647954,0.002407389,-0.003390338,0.00670617,0.00120743
51994,2011-05-24 02:34:00-04:00,0.3493808,0.21642512,0.027265742,0.000803307,-0.000129422,0.003447392,0.001205832
51995,2011-05-24 02:35:00-04:00,0.27550656,0.23362683,0.025270449,0.001524883,0.00200256,0.002947174,0.001220139
51996,2011-05-24 02:36:00-04:00,0.29012024,0.23197441,0.022403028,0.002368992,0.001634744,0.003650086,0.001220741
51997,2011-05-24 02:37:00-04:00,0.29340905,0.23988697,0.024240565,0.002496172,0.002536496,0.002653782,0.001244511
51998,2011-05-24 02:38:00-04:00,0.28038597,0.23576823,0.021908544,0.002124,0.001154993,0.004050158,0.001228744
51999,2011-05-24 02:39:00-04:00,0.28260726,0.23334984,0.022714708,0.001706854,0.001254242,0.004052336,0.001222548
52000,2011-05-24 02:40:00-04:00,0.29002926,0.2333794,0.023355694,0.001370952,0.000827779,0.00414979,0.001227003
52001,2011-05-24 02:41:00-04:00,0.2809012,0.23702183,0.023473384,0.002478517,0.002389936,0.002934944,0.001230754
52002,2011-05-24 02:42:00-04:00,0.29486343,0.24326274,0.024489049,0.001914221,0.001959866,0.003100119,0.001256419
52003,2011-05-24 02:43:00-04:00,0.29018307,0.24118815,0.02256108,0.001832075,0.001108702,0.004077415,0.001249203
52004,2011-05-24 02:44:00-04:00,0.28613904,0.24414788,0.023754874,0.001942433,0.001575841,0.003376891,0.001255969
52005,2011-05-24 02:45:00-04:00,0.28314874,0.23121725,0.020478247,0.002353333,0.000656074,0.004565791,0.001216849
52006,2011-05-24 02:46:00-04:00,0.28013813,0.23538008,0.023928255,0.001849934,0.001929152,0.003306085,0.00122671
52007,2011-05-24 02:47:00-04:00,0.29712355,0.2498671,0.025927572,0.001561606,0.002561784,0.002707569,0.001276134
52008,2011-05-24 02:48:00-04:00,0.26757565,0.22802565,0.0189532,0.001545114,-0.001488954,0.006033043,0.001205014
52009,2011-05-24 02:49:00-04:00,0.2119389,0.25678083,0.028490417,0.001624859,0.004684145,0.000678325,0.001258003
52010,2011-05-24 02:50:00-04:00,0.015452362,0.28254184,0.028724428,0.000153666,0.010503284,-0.000249199,0.001238301
52011,2011-05-24 02:51:00-04:00,0.028909609,0.28368393,0.02353266,-0.001150853,0.006090161,0.003695971,0.001254287
52012,2011-05-24 02:52:00-04:00,0.027539074,0.27625033,0.022098798,-0.00230211,0.004322222,0.005477608,0.001234636
52013,2011-05-24 02:53:00-04:00,0.027259057,0.27644363,0.023086144,-0.001984401,0.005611504,0.00463758,0.001232642
52014,2011-05-24 02:54:00-04:00,0.2926157,0.24507017,0.018304914,-0.000271216,0.003108595,0.007521301,0.001252699
52015,2011-05-24 02:55:00-04:00,0.22510095,0.24126573,0.021242024,-0.001802704,0.001497993,0.007195922,0.001218935
52016,2011-05-24 02:56:00-04:00,0.23618911,0.23940554,0.02318926,0.000881927,0.002875581,0.004022585,0.001217199
52017,2011-05-24 02:57:00-04:00,0.22645284,0.25219533,0.025465518,0.000988668,0.004280252,0.00269798,0.001249071
52018,2011-05-24 02:58:00-04:00,0.22277784,0.24268919,0.021099724,0.001666726,0.003250065,0.00414657,0.001219519
52019,2011-05-24 02:59:00-04:00,0.23364237,0.24046384,0.022445977,0.001018835,0.002598648,0.004245364,0.001219575
52020,2011-05-24 03:00:00-04:00,0.16523227,0.17866592,0.00902631,0.001222675,0.004776213,0.009331348,0.000994267
52021,2011-05-24 03:01:00-04:00,0.19353044,0.20598553,0.026788864,-0.005465416,0.00270375,0.00750039,0.001100128
52022,2011-05-24 03:02:00-04:00,0.15824604,0.16828191,0.01209805,0.000715986,-0.004420953,0.009330707,0.000985729
52023,2011-05-24 03:03:00-04:00,0.14005888,0.14712052,0.014404569,-0.000105039,-0.003683287,0.008813611,0.000914806
52024,2011-05-24 03:04:00-04:00,0.09426911,0.16179584,0.020860972,-6.72E-05,-0.000224829,0.005224212,0.000934975
52025,2011-05-24 03:05:00-04:00,0.014533493,0.18951413,0.024932593,-0.00014884,0.005064699,0.002335808,0.00097357
52026,2011-05-24 03:06:00-04:00,0.020329313,0.20405748,0.021849167,-0.000465226,0.002602067,0.004248233,0.001023067
52027,2011-05-24 03:07:00-04:00,0.021583855,0.22981216,0.02468719,-0.002506725,0.004777165,0.004462495,0.001095106
52028,2011-05-24 03:08:00-04:00,0.025440069,0.23401032,0.022121511,-0.002938211,0.003623922,0.006101274,0.001110129
52029,2011-05-24 03:09:00-04:00,0.023903549,0.24415877,0.022619527,-0.002324202,0.005267911,0.005172286,0.001136038
52030,2011-05-24 03:10:00-04:00,0.02440125,0.23991992,0.020289013,-0.003161049,0.002588531,0.007192228,0.001128506
52031,2011-05-24 03:11:00-04:00,0.023892947,0.24569163,0.022209711,-0.003105646,0.003861284,0.006155026,0.001143454
52032,2011-05-24 03:12:00-04:00,0.025630854,0.23720117,0.019662976,-0.002863834,0.002185465,0.00727322,0.001121729
52033,2011-05-24 03:13:00-04:00,0.024200976,0.23814619,0.021190543,-0.002328366,0.004075314,0.00593991,0.001120438
52034,2011-05-24 03:14:00-04:00,0.023414755,0.25243062,0.023591455,-0.002532344,0.005664451,0.004864615,0.001159856
52035,2011-05-24 03:15:00-04:00,0.025214696,0.23729119,0.01805922,-0.002989222,0.002117408,0.008089861,0.001120876
52036,2011-05-24 03:16:00-04:00,0.023180505,0.2618833,0.025450984,-0.003005796,0.005640377,0.004865903,0.001188885
52037,2011-05-24 03:17:00-04:00,0.020165633,0.3285132,0.032417092,-0.003952731,0.004231232,0.006495023,0.001393522
52038,2011-05-24 03:18:00-04:00,0.024427984,0.33020878,0.019992042,-0.003594218,0.003743507,0.007475463,0.001392546
52039,2011-05-24 03:19:00-04:00,0.14285049,0.26329643,0.00991811,-0.001178252,0.000498229,0.011156716,0.001245868
52040,2011-05-24 03:20:00-04:00,0.2333913,0.21178116,0.014383093,-0.001769589,0.000335968,0.010405149,0.001133475
52041,2011-05-24 03:21:00-04:00,0.24632536,0.2163132,0.0262826,0.001381578,0.006277785,0.00197658,0.001146639
52042,2011-05-24 03:22:00-04:00,0.27793935,0.23952912,0.03152127,0.000743847,0.009303654,8.70E-05,0.001223785
52043,2011-05-24 03:23:00-04:00,0.27190274,0.24581574,0.02738292,0.000415791,0.0070033,0.002380095,0.001242866
52044,2011-05-24 03:24:00-04:00,0.27576324,0.22428311,0.02290012,0.000341862,0.00414064,0.004770399,0.001184957
52045,2011-05-24 03:25:00-04:00,0.60480183,0.13231277,0.006569055,0.002301628,-0.006211615,0.0138893,0.001064132
52046,2011-05-24 03:26:00-04:00,0.606824,0.1502852,0.0266999,0.001654259,2.42E-05,0.004892013,0.001115252
52047,2011-05-24 03:27:00-04:00,0.6650892,0.1299419,0.01901428,0.001836226,-0.004257409,0.009021728,0.001084814
52048,2011-05-24 03:28:00-04:00,0.68859404,0.12742446,0.022538424,0.001415533,-0.003918849,0.007956615,0.001088231
52049,2011-05-24 03:29:00-04:00,0.65587264,0.13399115,0.0235304,0.001487477,-0.003429698,0.00716438,0.001093707
52050,2011-05-24 03:30:00-04:00,0.67732525,0.124757975,0.021467306,0.001665722,-0.004441687,0.008195686,0.001076469
52051,2011-05-24 03:31:00-04:00,0.6750406,0.12860598,0.023362603,0.001512036,-0.003466271,0.00736544,0.001085616
52052,2011-05-24 03:32:00-04:00,0.68426865,0.12608829,0.022014456,0.001921528,-0.003509866,0.00769045,0.001081389
52053,2011-05-24 03:33:00-04:00,0.67266256,0.12619364,0.022538194,0.001198443,-0.004172055,0.008051604,0.001078577
52054,2011-05-24 03:34:00-04:00,0.67238635,0.12558033,0.022730904,0.001554523,-0.003507119,0.007596509,0.001075279
52055,2011-05-24 03:35:00-04:00,0.63968575,0.1360029,0.024521982,0.001363934,-0.002569854,0.006621033,0.001091429
52056,2011-05-24 03:36:00-04:00,0.49496916,0.17134923,0.030819256,0.000900811,0.002208131,0.002647875,0.001128516
52057,2011-05-24 03:37:00-04:00,0.22572544,0.24251018,0.041431107,-0.000372332,0.01067308,-0.003872596,0.001213638
52058,2011-05-24 03:38:00-04:00,0.291671,0.23288706,0.027461404,0.000775043,0.006475406,0.002255472,0.00121427
52059,2011-05-24 03:39:00-04:00,0.28312162,0.24011606,0.029719166,0.001678115,0.008078593,0.000264396,0.001230073
52060,2011-05-24 03:40:00-04:00,0.2746755,0.23292744,0.02698311,0.001417929,0.005997683,0.001854943,0.001208661
52061,2011-05-24 03:41:00-04:00,0.26958507,0.23375534,0.028250046,0.001378267,0.006905596,0.00119606,0.001207533
52062,2011-05-24 03:42:00-04:00,0.20541881,0.17556553,0.012726598,0.000232158,-0.003133883,0.009656956,0.001023537
52063,2011-05-24 03:43:00-04:00,0.17986296,0.15315607,0.01749039,8.37E-05,-0.001349091,0.007329642,0.000945215
52064,2011-05-24 03:44:00-04:00,0.1733208,0.15005642,0.02124118,0.000454702,0.000375858,0.005138086,0.00093164
